2025-08-28 14:08:54 | INFO     | app.logger:setup_logger:83 | {} | Logger configurado para financas_backend
    exitcode = _main(fd, parent_sentinel)
               │     │   └ 4
               │     └ 7
               └ <function _main at 0x7ea4669dd940>
  File "/usr/lib/python3.12/multiprocessing/spawn.py", line 135, in _main
    return self._bootstrap(parent_sentinel)
           │    │          └ 4
           │    └ <function BaseProcess._bootstrap at 0x7ea466abbc40>
           └ <SpawnProcess name='SpawnProcess-3' parent=59296 started>
  File "/usr/lib/python3.12/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
    │    └ <function BaseProcess.run at 0x7ea466abb1a0>
    └ <SpawnProcess name='SpawnProcess-3' parent=59296 started>
  File "/usr/lib/python3.12/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
    │    │        │    │        │    └ {'config': <uvicorn.config.Config object at 0x7ea465e901d0>, 'target': <bound method Server.run of <uvicorn.server.Server obj...
    │    │        │    │        └ <SpawnProcess name='SpawnProcess-3' parent=59296 started>
    │    │        │    └ ()
    │    │        └ <SpawnProcess name='SpawnProcess-3' parent=59296 started>
    │    └ <function subprocess_started at 0x7ea465efdee0>
    └ <SpawnProcess name='SpawnProcess-3' parent=59296 started>
  File "/home/record/repos/financas_backend/.venv/lib/python3.12/site-packages/uvicorn/_subprocess.py", line 80, in subprocess_started
    target(sockets=sockets)
    │              └ [<socket.socket fd=3, family=2, type=1, proto=0, laddr=('0.0.0.0', 8000)>]
    └ <bound method Server.run of <uvicorn.server.Server object at 0x7ea465ced130>>
  File "/home/record/repos/financas_backend/.venv/lib/python3.12/site-packages/uvicorn/server.py", line 67, in run
    return asyncio.run(self.serve(sockets=sockets))
           │       │   │    │             └ [<socket.socket fd=3, family=2, type=1, proto=0, laddr=('0.0.0.0', 8000)>]
           │       │   │    └ <function Server.serve at 0x7ea465efd300>
           │       │   └ <uvicorn.server.Server object at 0x7ea465ced130>
           │       └ <function run at 0x7ea46652aca0>
           └ <module 'asyncio' from '/usr/lib/python3.12/asyncio/__init__.py'>
  File "/usr/lib/python3.12/asyncio/runners.py", line 194, in run
    return runner.run(main)
           │      │   └ <coroutine object Server.serve at 0x7ea466a54120>
           │      └ <function Runner.run at 0x7ea4665863e0>
           └ <asyncio.runners.Runner object at 0x7ea465eb34a0>
  File "/usr/lib/python3.12/asyncio/runners.py", line 118, in run
    return self._loop.run_until_complete(task)
           │    │     │                  └ <Task pending name='Task-1' coro=<Server.serve() running at /home/record/repos/financas_backend/.venv/lib/python3.12/site-pac...
           │    │     └ <function BaseEventLoop.run_until_complete at 0x7ea466584040>
           │    └ <_UnixSelectorEventLoop running=True closed=False debug=False>
           └ <asyncio.runners.Runner object at 0x7ea465eb34a0>
  File "/usr/lib/python3.12/asyncio/base_events.py", line 674, in run_until_complete
    self.run_forever()
    │    └ <function BaseEventLoop.run_forever at 0x7ea466583f60>
    └ <_UnixSelectorEventLoop running=True closed=False debug=False>
  File "/usr/lib/python3.12/asyncio/base_events.py", line 641, in run_forever
    self._run_once()
    │    └ <function BaseEventLoop._run_once at 0x7ea466585da0>
    └ <_UnixSelectorEventLoop running=True closed=False debug=False>
  File "/usr/lib/python3.12/asyncio/base_events.py", line 1987, in _run_once
    handle._run()
    │      └ <function Handle._run at 0x7ea4667ee2a0>
    └ <Handle Task.task_wakeup(<Future finished result=None>)>
  File "/usr/lib/python3.12/asyncio/events.py", line 88, in _run
    self._context.run(self._callback, *self._args)
    │    │            │    │           │    └ <member '_args' of 'Handle' objects>
    │    │            │    │           └ <Handle Task.task_wakeup(<Future finished result=None>)>
    │    │            │    └ <member '_callback' of 'Handle' objects>
    │    │            └ <Handle Task.task_wakeup(<Future finished result=None>)>
    │    └ <member '_context' of 'Handle' objects>
    └ <Handle Task.task_wakeup(<Future finished result=None>)>
  File "/home/record/repos/financas_backend/.venv/lib/python3.12/site-packages/uvicorn/protocols/http/h11_impl.py", line 403, in run_asgi
    result = await app(  # type: ignore[func-returns-value]
                   └ <uvicorn.middleware.proxy_headers.ProxyHeadersMiddleware object at 0x7ea464f5cc50>
  File "/home/record/repos/financas_backend/.venv/lib/python3.12/site-packages/uvicorn/middleware/proxy_headers.py", line 60, in __call__
    return await self.app(scope, receive, send)
                 │    │   │      │        └ <bound method RequestResponseCycle.send of <uvicorn.protocols.http.h11_impl.RequestResponseCycle object at 0x7ea4647b4140>>
                 │    │   │      └ <bound method RequestResponseCycle.receive of <uvicorn.protocols.http.h11_impl.RequestResponseCycle object at 0x7ea4647b4140>>
                 │    │   └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
                 │    └ <fastapi.applications.FastAPI object at 0x7ea465d781d0>
                 └ <uvicorn.middleware.proxy_headers.ProxyHeadersMiddleware object at 0x7ea464f5cc50>
  File "/home/record/repos/financas_backend/.venv/lib/python3.12/site-packages/fastapi/applications.py", line 1054, in __call__
    await super().__call__(scope, receive, send)
                           │      │        └ <bound method RequestResponseCycle.send of <uvicorn.protocols.http.h11_impl.RequestResponseCycle object at 0x7ea4647b4140>>
                           │      └ <bound method RequestResponseCycle.receive of <uvicorn.protocols.http.h11_impl.RequestResponseCycle object at 0x7ea4647b4140>>
                           └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
  File "/home/record/repos/financas_backend/.venv/lib/python3.12/site-packages/starlette/applications.py", line 113, in __call__
    await self.middleware_stack(scope, receive, send)
          │    │                │      │        └ <bound method RequestResponseCycle.send of <uvicorn.protocols.http.h11_impl.RequestResponseCycle object at 0x7ea4647b4140>>
          │    │                │      └ <bound method RequestResponseCycle.receive of <uvicorn.protocols.http.h11_impl.RequestResponseCycle object at 0x7ea4647b4140>>
          │    │                └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          │    └ <starlette.middleware.errors.ServerErrorMiddleware object at 0x7ea4649dad80>
          └ <fastapi.applications.FastAPI object at 0x7ea465d781d0>
  File "/home/record/repos/financas_backend/.venv/lib/python3.12/site-packages/starlette/middleware/errors.py", line 164, in __call__
    await self.app(scope, receive, _send)
          │    │   │      │        └ <function ServerErrorMiddleware.__call__.<locals>._send at 0x7ea465cf68e0>
          │    │   │      └ <bound method RequestResponseCycle.receive of <uvicorn.protocols.http.h11_impl.RequestResponseCycle object at 0x7ea4647b4140>>
          │    │   └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          │    └ <starlette.middleware.cors.CORSMiddleware object at 0x7ea4649dabd0>
          └ <starlette.middleware.errors.ServerErrorMiddleware object at 0x7ea4649dad80>
  File "/home/record/repos/financas_backend/.venv/lib/python3.12/site-packages/starlette/middleware/cors.py", line 93, in __call__
    await self.simple_response(scope, receive, send, request_headers=headers)
          │    │               │      │        │                     └ Headers({'host': 'localhost:8000', 'connection': 'keep-alive', 'content-length': '316', 'sec-ch-ua-platform': '"Windows"', 'u...
          │    │               │      │        └ <function ServerErrorMiddleware.__call__.<locals>._send at 0x7ea465cf68e0>
          │    │               │      └ <bound method RequestResponseCycle.receive of <uvicorn.protocols.http.h11_impl.RequestResponseCycle object at 0x7ea4647b4140>>
          │    │               └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          │    └ <function CORSMiddleware.simple_response at 0x7ea464f4db20>
          └ <starlette.middleware.cors.CORSMiddleware object at 0x7ea4649dabd0>
  File "/home/record/repos/financas_backend/.venv/lib/python3.12/site-packages/starlette/middleware/cors.py", line 144, in simple_response
    await self.app(scope, receive, send)
          │    │   │      │        └ functools.partial(<bound method CORSMiddleware.send of <starlette.middleware.cors.CORSMiddleware object at 0x7ea4649dabd0>>, ...
          │    │   │      └ <bound method RequestResponseCycle.receive of <uvicorn.protocols.http.h11_impl.RequestResponseCycle object at 0x7ea4647b4140>>
          │    │   └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          │    └ <starlette.middleware.exceptions.ExceptionMiddleware object at 0x7ea4649dab10>
          └ <starlette.middleware.cors.CORSMiddleware object at 0x7ea4649dabd0>
  File "/home/record/repos/financas_backend/.venv/lib/python3.12/site-packages/starlette/middleware/exceptions.py", line 63, in __call__
    await wrap_app_handling_exceptions(self.app, conn)(scope, receive, send)
          │                            │    │    │     │      │        └ functools.partial(<bound method CORSMiddleware.send of <starlette.middleware.cors.CORSMiddleware object at 0x7ea4649dabd0>>, ...
          │                            │    │    │     │      └ <bound method RequestResponseCycle.receive of <uvicorn.protocols.http.h11_impl.RequestResponseCycle object at 0x7ea4647b4140>>
          │                            │    │    │     └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          │                            │    │    └ <starlette.requests.Request object at 0x7ea4649ff350>
          │                            │    └ <fastapi.routing.APIRouter object at 0x7ea464973e30>
          │                            └ <starlette.middleware.exceptions.ExceptionMiddleware object at 0x7ea4649dab10>
          └ <function wrap_app_handling_exceptions at 0x7ea4650ac900>
  File "/home/record/repos/financas_backend/.venv/lib/python3.12/site-packages/starlette/_exception_handler.py", line 42, in wrapped_app
    await app(scope, receive, sender)
          │   │      │        └ <function wrap_app_handling_exceptions.<locals>.wrapped_app.<locals>.sender at 0x7ea4647496c0>
          │   │      └ <bound method RequestResponseCycle.receive of <uvicorn.protocols.http.h11_impl.RequestResponseCycle object at 0x7ea4647b4140>>
          │   └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          └ <fastapi.routing.APIRouter object at 0x7ea464973e30>
  File "/home/record/repos/financas_backend/.venv/lib/python3.12/site-packages/starlette/routing.py", line 716, in __call__
    await self.middleware_stack(scope, receive, send)
          │    │                │      │        └ <function wrap_app_handling_exceptions.<locals>.wrapped_app.<locals>.sender at 0x7ea4647496c0>
          │    │                │      └ <bound method RequestResponseCycle.receive of <uvicorn.protocols.http.h11_impl.RequestResponseCycle object at 0x7ea4647b4140>>
          │    │                └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          │    └ <bound method Router.app of <fastapi.routing.APIRouter object at 0x7ea464973e30>>
          └ <fastapi.routing.APIRouter object at 0x7ea464973e30>
  File "/home/record/repos/financas_backend/.venv/lib/python3.12/site-packages/starlette/routing.py", line 736, in app
    await route.handle(scope, receive, send)
          │     │      │      │        └ <function wrap_app_handling_exceptions.<locals>.wrapped_app.<locals>.sender at 0x7ea4647496c0>
          │     │      │      └ <bound method RequestResponseCycle.receive of <uvicorn.protocols.http.h11_impl.RequestResponseCycle object at 0x7ea4647b4140>>
          │     │      └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          │     └ <function Route.handle at 0x7ea4650ade40>
          └ APIRoute(path='/transacoes/', name='criar_transacao', methods=['POST'])
  File "/home/record/repos/financas_backend/.venv/lib/python3.12/site-packages/starlette/routing.py", line 290, in handle
    await self.app(scope, receive, send)
          │    │   │      │        └ <function wrap_app_handling_exceptions.<locals>.wrapped_app.<locals>.sender at 0x7ea4647496c0>
          │    │   │      └ <bound method RequestResponseCycle.receive of <uvicorn.protocols.http.h11_impl.RequestResponseCycle object at 0x7ea4647b4140>>
          │    │   └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          │    └ <function request_response.<locals>.app at 0x7ea4649a6840>
          └ APIRoute(path='/transacoes/', name='criar_transacao', methods=['POST'])
  File "/home/record/repos/financas_backend/.venv/lib/python3.12/site-packages/starlette/routing.py", line 78, in app
    await wrap_app_handling_exceptions(app, request)(scope, receive, send)
          │                            │    │        │      │        └ <function wrap_app_handling_exceptions.<locals>.wrapped_app.<locals>.sender at 0x7ea4647496c0>
          │                            │    │        │      └ <bound method RequestResponseCycle.receive of <uvicorn.protocols.http.h11_impl.RequestResponseCycle object at 0x7ea4647b4140>>
          │                            │    │        └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          │                            │    └ <starlette.requests.Request object at 0x7ea4649ffa10>
          │                            └ <function request_response.<locals>.app.<locals>.app at 0x7ea464749760>
          └ <function wrap_app_handling_exceptions at 0x7ea4650ac900>
  File "/home/record/repos/financas_backend/.venv/lib/python3.12/site-packages/starlette/_exception_handler.py", line 42, in wrapped_app
    await app(scope, receive, sender)
          │   │      │        └ <function wrap_app_handling_exceptions.<locals>.wrapped_app.<locals>.sender at 0x7ea4647498a0>
          │   │      └ <bound method RequestResponseCycle.receive of <uvicorn.protocols.http.h11_impl.RequestResponseCycle object at 0x7ea4647b4140>>
          │   └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          └ <function request_response.<locals>.app.<locals>.app at 0x7ea464749760>
  File "/home/record/repos/financas_backend/.venv/lib/python3.12/site-packages/starlette/routing.py", line 75, in app
    response = await f(request)
                     │ └ <starlette.requests.Request object at 0x7ea4649ffa10>
                     └ <function get_request_handler.<locals>.app at 0x7ea4649a6700>
  File "/home/record/repos/financas_backend/.venv/lib/python3.12/site-packages/fastapi/routing.py", line 302, in app
    raw_response = await run_endpoint_function(
                         └ <function run_endpoint_function at 0x7ea4650ac180>
  File "/home/record/repos/financas_backend/.venv/lib/python3.12/site-packages/fastapi/routing.py", line 213, in run_endpoint_function
    return await dependant.call(**values)
                 │         │      └ {'transacoes_col': AsyncIOMotorCollection(Collection(Database(MongoClient(host=['localhost:27017'], document_class=dict, tz_a...
                 │         └ <function criar_transacao at 0x7ea46494bb00>
                 └ Dependant(path_params=[], query_params=[], header_params=[], cookie_params=[], body_params=[ModelField(field_info=Body(Pydant...

> File "/home/record/repos/financas_backend/app/routes/transacoes_routes.py", line 128, in criar_transacao
    nova_cat = CategoriaCreate(
               └ <class 'app.models.categorias_model.CategoriaCreate'>

  File "/home/record/repos/financas_backend/.venv/lib/python3.12/site-packages/pydantic/main.py", line 253, in __init__
    validated_self = self.__pydantic_validator__.validate_python(data, self_instance=self)
                     │    │                      │               │                   └ CategoriaCreate()
                     │    │                      │               └ {'categoria_nome': 'CursosDIY', 'limite': 0.0, 'subcategorias': 'Marcenaria'}
                     │    │                      └ <method 'validate_python' of 'pydantic_core._pydantic_core.SchemaValidator' objects>
                     │    └ SchemaValidator(title="CategoriaCreate", validator=Model(
                     │          ModelValidator {
                     │              revalidate: Never,
                     │              validator: ...
                     └ CategoriaCreate()

pydantic_core._pydantic_core.ValidationError: 1 validation error for CategoriaCreate
subcategorias
  Input should be a valid list [type=list_type, input_value='Marcenaria', input_type=str]
    For further information visit https://errors.pydantic.dev/2.11/v/list_type
2025-08-28 16:11:57 | INFO     | app.main:lifespan:26 | {'event': 'shutdown'} | Encerrando a aplicação
2025-08-28 16:11:57 | INFO     | app.database:close_mongo_connection:39 | {} | Conexão com MongoDB fechada
2025-08-28 16:11:57 | INFO     | app.main:lifespan:28 | {'event': 'shutdown'} | Aplicação encerrada
2025-08-28 16:11:58 | INFO     | app.logger:setup_logger:83 | {} | Logger configurado para financas_backend
2025-08-28 16:11:58 | INFO     | app.main:lifespan:17 | {'event': 'startup'} | Iniciando aplicação FastAPI
2025-08-28 16:11:58 | INFO     | app.database:connect_to_mongo:18 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Iniciando conexão com mongoDB
2025-08-28 16:11:58 | DEBUG    | app.database:connect_to_mongo:19 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Database: finances-db
2025-08-28 16:11:58 | DEBUG    | app.database:connect_to_mongo:20 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | URL: mongodb://admin:password@localhost:27017/finances-db?authSource=admin&replicaSet=rs0
2025-08-28 16:11:58 | INFO     | app.database:connect_to_mongo:28 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Conectado ao MongoDB com sucesso
2025-08-28 16:11:58 | SUCCESS  | app.main:lifespan:20 | {'event': 'startup'} | Aplicação iniciada com sucesso
2025-08-28 16:12:01 | INFO     | app.routes.transacoes_routes:criar_transacao:121 | {'http_method': 'POST', 'endpoint': '/transacoes', 'data': {'tipo': <TipoTransacao.ENTRADA: 'entrada'>, 'valor': 750.0, 'descricao': 'Venda de curso online', 'categoria': 'CursosDIY', 'subcategoria': 'Marcenaria', 'forma_pagamento': <TipoPagamento.PIX: 'pix'>, 'e_parcelado': False, 'parcelas': None, 'total_parcelas': None, 'natureza_transacao': <NaturezaTransacao.PF: 'pf'>, 'data_transacao': datetime.datetime(2025, 8, 28, 0, 0)}} | Recebendo dados de nova transação
2025-08-28 16:12:01 | INFO     | app.routes.transacoes_routes:criar_transacao:127 | {'http_method': 'POST', 'endpoint': '/transacoes', 'categoria': 'CursosDIY'} | Categoria não encontrada, criando
2025-08-28 16:12:01 | DEBUG    | app.routes.transacoes_routes:criar_transacao:143 | {'http_method': 'POST', 'endpoint': '/transacoes', 'acknowledged': True, 'inserted_id': '68b0aa014cbc82d5bc983c61'} | Resultado insert_one
2025-08-28 16:12:01 | SUCCESS  | app.routes.transacoes_routes:criar_transacao:157 | {'http_method': 'POST', 'endpoint': '/transacoes', 'transaction_id': '68b0aa014cbc82d5bc983c61'} | Transação criada com sucesso
2025-08-28 16:12:09 | INFO     | app.routes.categorias_routes:listar_categorias:33 | {'http_method': 'GET', 'endpoint': '/categorias'} | Listando todas as categorias
2025-08-28 16:12:09 | SUCCESS  | app.routes.categorias_routes:listar_categorias:49 | {'http_method': 'GET', 'endpoint': '/categorias'} | 10 categorias listadas
2025-08-28 16:13:53 | INFO     | app.main:lifespan:26 | {'event': 'shutdown'} | Encerrando a aplicação
2025-08-28 16:13:53 | INFO     | app.database:close_mongo_connection:39 | {} | Conexão com MongoDB fechada
2025-08-28 16:13:53 | INFO     | app.main:lifespan:28 | {'event': 'shutdown'} | Aplicação encerrada
2025-08-28 16:13:54 | INFO     | app.logger:setup_logger:83 | {} | Logger configurado para financas_backend
2025-08-28 16:13:54 | INFO     | app.main:lifespan:17 | {'event': 'startup'} | Iniciando aplicação FastAPI
2025-08-28 16:13:54 | INFO     | app.database:connect_to_mongo:18 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Iniciando conexão com mongoDB
2025-08-28 16:13:54 | DEBUG    | app.database:connect_to_mongo:19 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Database: finances-db
2025-08-28 16:13:54 | DEBUG    | app.database:connect_to_mongo:20 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | URL: mongodb://admin:password@localhost:27017/finances-db?authSource=admin&replicaSet=rs0
2025-08-28 16:13:54 | INFO     | app.database:connect_to_mongo:28 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Conectado ao MongoDB com sucesso
2025-08-28 16:13:54 | SUCCESS  | app.main:lifespan:20 | {'event': 'startup'} | Aplicação iniciada com sucesso
2025-08-28 16:15:09 | INFO     | app.main:lifespan:26 | {'event': 'shutdown'} | Encerrando a aplicação
2025-08-28 16:15:09 | INFO     | app.database:close_mongo_connection:39 | {} | Conexão com MongoDB fechada
2025-08-28 16:15:09 | INFO     | app.main:lifespan:28 | {'event': 'shutdown'} | Aplicação encerrada
2025-08-28 16:15:09 | INFO     | app.logger:setup_logger:83 | {} | Logger configurado para financas_backend
2025-08-28 16:15:09 | INFO     | app.main:lifespan:17 | {'event': 'startup'} | Iniciando aplicação FastAPI
2025-08-28 16:15:09 | INFO     | app.database:connect_to_mongo:18 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Iniciando conexão com mongoDB
2025-08-28 16:15:09 | DEBUG    | app.database:connect_to_mongo:19 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Database: finances-db
2025-08-28 16:15:09 | DEBUG    | app.database:connect_to_mongo:20 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | URL: mongodb://admin:password@localhost:27017/finances-db?authSource=admin&replicaSet=rs0
2025-08-28 16:15:09 | INFO     | app.database:connect_to_mongo:28 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Conectado ao MongoDB com sucesso
2025-08-28 16:15:09 | SUCCESS  | app.main:lifespan:20 | {'event': 'startup'} | Aplicação iniciada com sucesso
2025-08-28 16:15:40 | INFO     | app.routes.transacoes_routes:criar_transacao:121 | {'http_method': 'POST', 'endpoint': '/transacoes', 'data': {'tipo': <TipoTransacao.SAIDA: 'saida'>, 'valor': 120.0, 'descricao': 'Almoço com cliente', 'categoria': 'Alimentação', 'subcategoria': 'Delivery Express', 'forma_pagamento': <TipoPagamento.DEBITO: 'debito'>, 'e_parcelado': False, 'parcelas': None, 'total_parcelas': None, 'natureza_transacao': <NaturezaTransacao.PF: 'pf'>, 'data_transacao': datetime.datetime(2025, 8, 28, 0, 0)}} | Recebendo dados de nova transação
2025-08-28 16:15:40 | INFO     | app.routes.transacoes_routes:criar_transacao:137 | {'http_method': 'POST', 'endpoint': '/transacoes', 'categoria': 'Alimentação', 'subcategoria': 'Delivery Express'} | Subcategoria não encontrada, adicionando
2025-08-28 16:15:40 | DEBUG    | app.routes.transacoes_routes:criar_transacao:152 | {'http_method': 'POST', 'endpoint': '/transacoes', 'acknowledged': True, 'inserted_id': '68b0aadc5ab24935214c75cc'} | Resultado insert_one
2025-08-28 16:15:40 | SUCCESS  | app.routes.transacoes_routes:criar_transacao:166 | {'http_method': 'POST', 'endpoint': '/transacoes', 'transaction_id': '68b0aadc5ab24935214c75cc'} | Transação criada com sucesso
2025-08-28 16:15:55 | INFO     | app.routes.categorias_routes:listar_categorias:33 | {'http_method': 'GET', 'endpoint': '/categorias'} | Listando todas as categorias
2025-08-28 16:15:55 | SUCCESS  | app.routes.categorias_routes:listar_categorias:49 | {'http_method': 'GET', 'endpoint': '/categorias'} | 10 categorias listadas
2025-08-28 16:24:40 | INFO     | app.main:lifespan:26 | {'event': 'shutdown'} | Encerrando a aplicação
2025-08-28 16:24:40 | INFO     | app.database:close_mongo_connection:39 | {} | Conexão com MongoDB fechada
2025-08-28 16:24:40 | INFO     | app.main:lifespan:28 | {'event': 'shutdown'} | Aplicação encerrada
2025-08-28 16:24:40 | INFO     | app.logger:setup_logger:83 | {} | Logger configurado para financas_backend
2025-08-28 16:28:44 | INFO     | app.logger:setup_logger:83 | {} | Logger configurado para financas_backend
2025-08-28 16:28:44 | INFO     | app.main:lifespan:17 | {'event': 'startup'} | Iniciando aplicação FastAPI
2025-08-28 16:28:44 | INFO     | app.database:connect_to_mongo:18 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Iniciando conexão com mongoDB
2025-08-28 16:28:44 | DEBUG    | app.database:connect_to_mongo:19 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Database: finances-db
2025-08-28 16:28:44 | DEBUG    | app.database:connect_to_mongo:20 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | URL: mongodb://admin:password@localhost:27017/finances-db?authSource=admin&replicaSet=rs0
2025-08-28 16:28:44 | INFO     | app.database:connect_to_mongo:28 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Conectado ao MongoDB com sucesso
2025-08-28 16:28:44 | SUCCESS  | app.main:lifespan:20 | {'event': 'startup'} | Aplicação iniciada com sucesso
2025-08-28 16:29:12 | SUCCESS  | app.routes.dashboard_routes:extrato_financeiro:68 | {'http_method': 'GET', 'endpoint': '/dashboard/extrato', 'entradas': 67792.0, 'saidas': 120.0, 'count': 14} | Extrato gerado
2025-08-28 16:29:56 | SUCCESS  | app.routes.dashboard_routes:extrato_financeiro:68 | {'http_method': 'GET', 'endpoint': '/dashboard/extrato', 'entradas': 0.0, 'saidas': 0.0, 'count': 0} | Extrato gerado
2025-08-28 16:30:13 | SUCCESS  | app.routes.dashboard_routes:rendimento_periodo:118 | {'http_method': 'GET', 'endpoint': '/dashboard/rendimento-periodo', 'year': 2025} | Rendimento por período gerado
2025-08-28 16:30:30 | SUCCESS  | app.routes.dashboard_routes:opcoes_transacao:142 | {'http_method': 'GET', 'endpoint': '/dashboard/opcoes-transacao', 'count': 10} | Opções retornadas
2025-08-28 16:31:01 | SUCCESS  | app.routes.dashboard_routes:gastos_por_categoria:189 | {'http_method': 'GET', 'endpoint': '/dashboard/gastos-categoria', 'count': 10} | Gastos por categoria gerados
2025-08-28 16:35:23 | INFO     | app.main:lifespan:26 | {'event': 'shutdown'} | Encerrando a aplicação
2025-08-28 16:35:23 | INFO     | app.database:close_mongo_connection:39 | {} | Conexão com MongoDB fechada
2025-08-28 16:35:23 | INFO     | app.main:lifespan:28 | {'event': 'shutdown'} | Aplicação encerrada
2025-08-28 16:35:23 | INFO     | app.logger:setup_logger:83 | {} | Logger configurado para financas_backend
2025-08-28 16:35:23 | INFO     | app.main:lifespan:17 | {'event': 'startup'} | Iniciando aplicação FastAPI
2025-08-28 16:35:23 | INFO     | app.database:connect_to_mongo:18 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Iniciando conexão com mongoDB
2025-08-28 16:35:23 | DEBUG    | app.database:connect_to_mongo:19 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Database: finances-db
2025-08-28 16:35:23 | DEBUG    | app.database:connect_to_mongo:20 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | URL: mongodb://admin:password@localhost:27017/finances-db?authSource=admin&replicaSet=rs0
2025-08-28 16:35:23 | INFO     | app.database:connect_to_mongo:28 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Conectado ao MongoDB com sucesso
2025-08-28 16:35:23 | SUCCESS  | app.main:lifespan:20 | {'event': 'startup'} | Aplicação iniciada com sucesso
2025-08-28 16:35:48 | SUCCESS  | app.routes.dashboard_routes:gastos_por_categoria:196 | {'http_method': 'GET', 'endpoint': '/dashboard/gastos-por-categoria', 'count': 10} | Gastos por categoria gerados
2025-08-28 16:36:17 | SUCCESS  | app.routes.dashboard_routes:entradas_por_categoria:254 | {'http_method': 'GET', 'endpoint': '/dashboard/entradas-por-categoria', 'count': 10} | Entradas por categoria geradas
2025-08-28 16:39:31 | INFO     | app.main:lifespan:26 | {'event': 'shutdown'} | Encerrando a aplicação
2025-08-28 16:39:31 | INFO     | app.database:close_mongo_connection:39 | {} | Conexão com MongoDB fechada
2025-08-28 16:39:31 | INFO     | app.main:lifespan:28 | {'event': 'shutdown'} | Aplicação encerrada
2025-08-28 16:39:31 | INFO     | app.logger:setup_logger:83 | {} | Logger configurado para financas_backend
2025-08-28 16:39:31 | INFO     | app.main:lifespan:17 | {'event': 'startup'} | Iniciando aplicação FastAPI
2025-08-28 16:39:31 | INFO     | app.database:connect_to_mongo:18 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Iniciando conexão com mongoDB
2025-08-28 16:39:31 | DEBUG    | app.database:connect_to_mongo:19 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Database: finances-db
2025-08-28 16:39:31 | DEBUG    | app.database:connect_to_mongo:20 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | URL: mongodb://admin:password@localhost:27017/finances-db?authSource=admin&replicaSet=rs0
